paper_id,doi,title,field,coded_value,source_quotation,source_location
W034,10.3390/jpm12101584,"Comparative Analysis between Individual, Centralized, and Federated Learning for Smartwatch Based Stress Detection",hop_seconds,0.25,"[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the central server combines all the data from all users ... and then trains a machine learning model using the combined data"". [Results] ""centralized learning had also a good performance with an average accuracy of 0.9355"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the machine learning model is trained locally on each user’s device"" and ""the central server can combine all the models"". [Results] ""federated learning had a relatively mediocre performance ... average accuracy of 0.8575"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""each user had their own model"" trained ""using their own data"". [Results] ""individual learning ... obtaining an almost perfect performance with an average accuracy of 0.9998"".",§2.1 Dataset; §§2.2–2.4 Features/Learning Strategies/Evaluation; §3 Results (OA published full text)
W034,10.3390/jpm12101584,"Comparative Analysis between Individual, Centralized, and Federated Learning for Smartwatch Based Stress Detection",split_type,subject_dependent,"[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the central server combines all the data from all users ... and then trains a machine learning model using the combined data"". [Results] ""centralized learning had also a good performance with an average accuracy of 0.9355"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the machine learning model is trained locally on each user’s device"" and ""the central server can combine all the models"". [Results] ""federated learning had a relatively mediocre performance ... average accuracy of 0.8575"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""each user had their own model"" trained ""using their own data"". [Results] ""individual learning ... obtaining an almost perfect performance with an average accuracy of 0.9998"".",§2.1 Dataset; §§2.2–2.4 Features/Learning Strategies/Evaluation; §3 Results (OA published full text)
W034,10.3390/jpm12101584,"Comparative Analysis between Individual, Centralized, and Federated Learning for Smartwatch Based Stress Detection",metric_aggregation,mean_over_subjects,"[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the central server combines all the data from all users ... and then trains a machine learning model using the combined data"". [Results] ""centralized learning had also a good performance with an average accuracy of 0.9355"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the machine learning model is trained locally on each user’s device"" and ""the central server can combine all the models"". [Results] ""federated learning had a relatively mediocre performance ... average accuracy of 0.8575"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""each user had their own model"" trained ""using their own data"". [Results] ""individual learning ... obtaining an almost perfect performance with an average accuracy of 0.9998"".",§2.1 Dataset; §§2.2–2.4 Features/Learning Strategies/Evaluation; §3 Results (OA published full text)
W035,10.1109/tim.2024.3500058,Emotion Classification Through Optimal Segments of EDA and Texture Analysis of Time-Encoded Images With Artificial Intelligence,window_overlap_pct,50,"[window_overlap_pct] ""Within each segment, the signal was divided into nine overlapping windows, with each window covering 20% (or 1/5th) of the total signal segment length and overlapping the previous one by 50% (as indicated by the dotted blue line in Fig. 1)""; [split_type,split_detail] ""We used a stratified tenfold cross-validation approach to ensure a balanced distribution of samples from each emotion category within every fold, thereby mitigating potential biases in the classification process. In each iteration, ninefolds were used to train the ML models, while the remaining fold served as the test set. This procedure was repeated ten times, ensuring that each fold was used as the test set exactly once.""; [n_subjects_used] ""A group of 15 subjects underwent a structured study protocol to induce three distinct affective states: neutral, stress, and amusement in a controlled laboratory setting.""; [modalities,resampling_applied] ""The EDA signals from two datasets were uniformly downsampled to 20 Hz, as these sig- nals were recorded at different sampling frequencies: 1000 Hz for CASE and 700 Hz for WESAD.""; [model_family,feature_type] ""Afterward, both the entire set of extracted features and the features selected by RFECV were fed separately into classifiers, namely LR, RF, XGB, and MLP, to accurately identify the distinct categories of emotions.""; [task_n_classes,class_definition] ""3) Three-Class Emotion Classification: For the three-class emotion classification using the WESAD dataset, there were 405 samples evenly distributed among the classes: amusement (135), neutral (135), and stress (135).""; [metric_name] ""We evaluated ML models using default hyperparame- ters [60], and a comprehensive assessment of the ML models’ performance was conducted using two widely used per- formance metrics, including accuracy and F1-score [11].""",§III-A Datasets (PDF p. 3); §III-C Preprocessing (PDF p. 4); §III-D Segmentation (PDF p. 4); §III-H (PDF p. 7); §III-H Machine Learning (PDF p. 7)
W035,10.1109/tim.2024.3500058,Emotion Classification Through Optimal Segments of EDA and Texture Analysis of Time-Encoded Images With Artificial Intelligence,split_type,kfold_ungrouped,"[window_overlap_pct] ""Within each segment, the signal was divided into nine overlapping windows, with each window covering 20% (or 1/5th) of the total signal segment length and overlapping the previous one by 50% (as indicated by the dotted blue line in Fig. 1)""; [split_type,split_detail] ""We used a stratified tenfold cross-validation approach to ensure a balanced distribution of samples from each emotion category within every fold, thereby mitigating potential biases in the classification process. In each iteration, ninefolds were used to train the ML models, while the remaining fold served as the test set. This procedure was repeated ten times, ensuring that each fold was used as the test set exactly once.""; [n_subjects_used] ""A group of 15 subjects underwent a structured study protocol to induce three distinct affective states: neutral, stress, and amusement in a controlled laboratory setting.""; [modalities,resampling_applied] ""The EDA signals from two datasets were uniformly downsampled to 20 Hz, as these sig- nals were recorded at different sampling frequencies: 1000 Hz for CASE and 700 Hz for WESAD.""; [model_family,feature_type] ""Afterward, both the entire set of extracted features and the features selected by RFECV were fed separately into classifiers, namely LR, RF, XGB, and MLP, to accurately identify the distinct categories of emotions.""; [task_n_classes,class_definition] ""3) Three-Class Emotion Classification: For the three-class emotion classification using the WESAD dataset, there were 405 samples evenly distributed among the classes: amusement (135), neutral (135), and stress (135).""; [metric_name] ""We evaluated ML models using default hyperparame- ters [60], and a comprehensive assessment of the ML models’ performance was conducted using two widely used per- formance metrics, including accuracy and F1-score [11].""",§III-A Datasets (PDF p. 3); §III-C Preprocessing (PDF p. 4); §III-D Segmentation (PDF p. 4); §III-H (PDF p. 7); §III-H Machine Learning (PDF p. 7)
W037,10.1109/is48319.2020.9199928,User Independent Human Stress Detection,window_seconds,60,"[split_type,split_detail] ""To ensure the UI of the model, the data is split in such a way that data of N users are used for training and that of M users are used for testing, where N +M is the total number of users in the dataset. Various {N,M} splits were considered, and different combinations of users for training and testing were evaluated for each split.""; [window_seconds,feature_type] ""In this work, T = 60 seconds was considered. For each segment T, the mean (Fµ), the maximum (Fmax), the minimum (Fmin) and the standard deviation (Fσ) are obtained from the features extracted (F).""; [model_family] ""The authors decided to use non- linear (NL) classiﬁer models namely, Random Forest (RF), Extra-Trees (ET), Decision Tree (DT) and Gradient Boosting Decision Tree (GBDT) due to the non-linearity observed upon close inspection of the features.""; [sensor_location,modalities] ""The Wearable Stress and Affect Detection (WESAD) dataset [17] contains physiological (ECG, EDA, EMG, Respiration and Temperature) and motion (Acceleration) sensor data, recorded from the RespiBAN (chest-worn) and Empatica E4 (wrist-worn) devices as seen in Table I.""",§III Dataset (PDF p. 2); §IV-B Temporal Segmentation (PDF p. 2); §V Methodology (PDF p. 3)
W037,10.1109/is48319.2020.9199928,User Independent Human Stress Detection,split_type,fixed_subject_holdout,"[split_type,split_detail] ""To ensure the UI of the model, the data is split in such a way that data of N users are used for training and that of M users are used for testing, where N +M is the total number of users in the dataset. Various {N,M} splits were considered, and different combinations of users for training and testing were evaluated for each split.""; [window_seconds,feature_type] ""In this work, T = 60 seconds was considered. For each segment T, the mean (Fµ), the maximum (Fmax), the minimum (Fmin) and the standard deviation (Fσ) are obtained from the features extracted (F).""; [model_family] ""The authors decided to use non- linear (NL) classiﬁer models namely, Random Forest (RF), Extra-Trees (ET), Decision Tree (DT) and Gradient Boosting Decision Tree (GBDT) due to the non-linearity observed upon close inspection of the features.""; [sensor_location,modalities] ""The Wearable Stress and Affect Detection (WESAD) dataset [17] contains physiological (ECG, EDA, EMG, Respiration and Temperature) and motion (Acceleration) sensor data, recorded from the RespiBAN (chest-worn) and Empatica E4 (wrist-worn) devices as seen in Table I.""",§III Dataset (PDF p. 2); §IV-B Temporal Segmentation (PDF p. 2); §V Methodology (PDF p. 3)
W038,10.1016/j.procs.2024.09.355,Deep Neural Network Based for Stress Detection,window_seconds,5,"[window_seconds,task_n_classes,class_definition] ""The data from each sensor were segmented into 5-second windows, forming the inputs for the DNN simultaneously across all sensors. The DNN was structured to conduct binary classification, discerning between stressed and non-stressed states, or to perform a three-class classification by distinguishing between baseline, stressed, and amused states.""; [split_type,split_detail] ""The dataset, comprising a comprehensive array of stress-related data points, was subjected to a random scrambling process. Subsequently, the dataset was partitioned into training and testing subsets, maintaining a 7 to 3 ratio between the two.""; [n_subjects_used] ""In their experiments, 15 human participants were exposed to baseline, amused, and stressed conditions.""; [metric_name] ""The key metrics used to compare the deep neural networks in the two-class and three-class scenarios were accuracy and F1 score for each approach.""; [modalities,feature_type,model_family] ""These sensors encompass the electrocardiogram, electrodermal activity, electromyography, respiratory rate, and skin temperature sensors, which gauge physiological metrics, along with the 3-axis ACC sensor for measuring three-dimensional body movement data.""; [model_family,sensor_location] ""This particular DNN was crafted to receive and analyze physiological signals from six sensors affixed to the human chest.""",§3 Methodology (PDF p. 4); §3 Methodology (PDF p. 5)
W038,10.1016/j.procs.2024.09.355,Deep Neural Network Based for Stress Detection,split_type,random_sample,"[window_seconds,task_n_classes,class_definition] ""The data from each sensor were segmented into 5-second windows, forming the inputs for the DNN simultaneously across all sensors. The DNN was structured to conduct binary classification, discerning between stressed and non-stressed states, or to perform a three-class classification by distinguishing between baseline, stressed, and amused states.""; [split_type,split_detail] ""The dataset, comprising a comprehensive array of stress-related data points, was subjected to a random scrambling process. Subsequently, the dataset was partitioned into training and testing subsets, maintaining a 7 to 3 ratio between the two.""; [n_subjects_used] ""In their experiments, 15 human participants were exposed to baseline, amused, and stressed conditions.""; [metric_name] ""The key metrics used to compare the deep neural networks in the two-class and three-class scenarios were accuracy and F1 score for each approach.""; [modalities,feature_type,model_family] ""These sensors encompass the electrocardiogram, electrodermal activity, electromyography, respiratory rate, and skin temperature sensors, which gauge physiological metrics, along with the 3-axis ACC sensor for measuring three-dimensional body movement data.""; [model_family,sensor_location] ""This particular DNN was crafted to receive and analyze physiological signals from six sensors affixed to the human chest.""",§3 Methodology (PDF p. 4); §3 Methodology (PDF p. 5)
W039,10.1109/dcoss54816.2022.00019,SELF-CARE: Selective Fusion with Context-Aware Low-Power Edge Computing for Stress Detection,window_seconds,60,"[split_type] ""for each round of leave-one-subject-out (LOSO) validation, only training data is used to generate gating labels.""; [window_seconds,hop_seconds] ""The ﬁltered signals are segmented by a window of 60 seconds of data with a sliding length of 5 seconds following [7].""; [modalities,sensor_location] ""Our proposed method performs stress classiﬁcation given sensor measurements from four wrist sensing modalities: tri- axis accelerometer (ACC), blood volume pulse (BVP), elec- trodermal activity (EDA), skin temperature (TEMP).""; [model_family] ""Each branch is evaluated on ﬁve different machine learning clas- siﬁers — Decision Tree (DT), Random Forest (RF), Ad- aBoost (AB), Linear Discriminant Analysis (LDA), K- Nearest Neighbor (KNN).""; [n_subjects_used] ""The dataset contains data for a total of 15 subjects from both chest (RespiBAN) and wrist (Empatica E4) worn sensors.""; [task_n_classes] ""For our 3-class (2-class) classiﬁcation problem we set δ = 0.4 (δ = 0.1).""",§II Methodology (PDF p. 2); §II-B3 Performance-Energy Trade-off (PDF p. 2); §II-C Branch Classifiers (PDF p. 2); §III-A Dataset Evaluation Metrics (PDF p. 3)
W039,10.1109/dcoss54816.2022.00019,SELF-CARE: Selective Fusion with Context-Aware Low-Power Edge Computing for Stress Detection,hop_seconds,5,"[split_type] ""for each round of leave-one-subject-out (LOSO) validation, only training data is used to generate gating labels.""; [window_seconds,hop_seconds] ""The ﬁltered signals are segmented by a window of 60 seconds of data with a sliding length of 5 seconds following [7].""; [modalities,sensor_location] ""Our proposed method performs stress classiﬁcation given sensor measurements from four wrist sensing modalities: tri- axis accelerometer (ACC), blood volume pulse (BVP), elec- trodermal activity (EDA), skin temperature (TEMP).""; [model_family] ""Each branch is evaluated on ﬁve different machine learning clas- siﬁers — Decision Tree (DT), Random Forest (RF), Ad- aBoost (AB), Linear Discriminant Analysis (LDA), K- Nearest Neighbor (KNN).""; [n_subjects_used] ""The dataset contains data for a total of 15 subjects from both chest (RespiBAN) and wrist (Empatica E4) worn sensors.""; [task_n_classes] ""For our 3-class (2-class) classiﬁcation problem we set δ = 0.4 (δ = 0.1).""",§II Methodology (PDF p. 2); §II-B3 Performance-Energy Trade-off (PDF p. 2); §II-C Branch Classifiers (PDF p. 2); §III-A Dataset Evaluation Metrics (PDF p. 3)
W039,10.1109/dcoss54816.2022.00019,SELF-CARE: Selective Fusion with Context-Aware Low-Power Edge Computing for Stress Detection,split_type,loso,"[split_type] ""for each round of leave-one-subject-out (LOSO) validation, only training data is used to generate gating labels.""; [window_seconds,hop_seconds] ""The ﬁltered signals are segmented by a window of 60 seconds of data with a sliding length of 5 seconds following [7].""; [modalities,sensor_location] ""Our proposed method performs stress classiﬁcation given sensor measurements from four wrist sensing modalities: tri- axis accelerometer (ACC), blood volume pulse (BVP), elec- trodermal activity (EDA), skin temperature (TEMP).""; [model_family] ""Each branch is evaluated on ﬁve different machine learning clas- siﬁers — Decision Tree (DT), Random Forest (RF), Ad- aBoost (AB), Linear Discriminant Analysis (LDA), K- Nearest Neighbor (KNN).""; [n_subjects_used] ""The dataset contains data for a total of 15 subjects from both chest (RespiBAN) and wrist (Empatica E4) worn sensors.""; [task_n_classes] ""For our 3-class (2-class) classiﬁcation problem we set δ = 0.4 (δ = 0.1).""",§II Methodology (PDF p. 2); §II-B3 Performance-Energy Trade-off (PDF p. 2); §II-C Branch Classifiers (PDF p. 2); §III-A Dataset Evaluation Metrics (PDF p. 3)
W041,10.3390/technologies13090411,Physiologically Explainable Ensemble Framework for Stress Classification via Respiratory Signals,window_seconds,60,"[Dataset §§2–3] WESAD includes ""15 subjects""; the study uses ""respiratory signals from the chest-band sensor"" and extracts ""Sixteen features from three categories"" covering rhythm, depth, and nonlinear dynamics; ""Baseline and amusement states were merged into a unified normal state"" for a ""3-class framework (stress/normal/meditation)"". [Methods §3.2] ""non-overlapping one-minute windows"" were used. [Methods §3.4] ""SMOTE was applied""; ""the training set comprised class-balanced data from 14 subjects; the test set consisted of the remaining subjects’ data""; ""After testing all 15 subjects, the average performance ... was taken as the final result."" [Results/Conclusion] ""The stacking ensemble model achieved a LOSO cross-validation accuracy of 92.33% on the WESAD dataset.""","§2 Dataset; §§3.2, 3.4 Materials and Methods; §6 Conclusions (OA published full text)"
W041,10.3390/technologies13090411,Physiologically Explainable Ensemble Framework for Stress Classification via Respiratory Signals,split_type,loso,"[Dataset §§2–3] WESAD includes ""15 subjects""; the study uses ""respiratory signals from the chest-band sensor"" and extracts ""Sixteen features from three categories"" covering rhythm, depth, and nonlinear dynamics; ""Baseline and amusement states were merged into a unified normal state"" for a ""3-class framework (stress/normal/meditation)"". [Methods §3.2] ""non-overlapping one-minute windows"" were used. [Methods §3.4] ""SMOTE was applied""; ""the training set comprised class-balanced data from 14 subjects; the test set consisted of the remaining subjects’ data""; ""After testing all 15 subjects, the average performance ... was taken as the final result."" [Results/Conclusion] ""The stacking ensemble model achieved a LOSO cross-validation accuracy of 92.33% on the WESAD dataset.""","§2 Dataset; §§3.2, 3.4 Materials and Methods; §6 Conclusions (OA published full text)"
W041,10.3390/technologies13090411,Physiologically Explainable Ensemble Framework for Stress Classification via Respiratory Signals,metric_aggregation,mean_over_subjects,"[Dataset §§2–3] WESAD includes ""15 subjects""; the study uses ""respiratory signals from the chest-band sensor"" and extracts ""Sixteen features from three categories"" covering rhythm, depth, and nonlinear dynamics; ""Baseline and amusement states were merged into a unified normal state"" for a ""3-class framework (stress/normal/meditation)"". [Methods §3.2] ""non-overlapping one-minute windows"" were used. [Methods §3.4] ""SMOTE was applied""; ""the training set comprised class-balanced data from 14 subjects; the test set consisted of the remaining subjects’ data""; ""After testing all 15 subjects, the average performance ... was taken as the final result."" [Results/Conclusion] ""The stacking ensemble model achieved a LOSO cross-validation accuracy of 92.33% on the WESAD dataset.""","§2 Dataset; §§3.2, 3.4 Materials and Methods; §6 Conclusions (OA published full text)"
W041,10.3390/technologies13090411,Physiologically Explainable Ensemble Framework for Stress Classification via Respiratory Signals,normalization_source,subject across-state baseline,"[Dataset §§2–3] WESAD includes ""15 subjects""; the study uses ""respiratory signals from the chest-band sensor"" and extracts ""Sixteen features from three categories"" covering rhythm, depth, and nonlinear dynamics; ""Baseline and amusement states were merged into a unified normal state"" for a ""3-class framework (stress/normal/meditation)"". [Methods §3.2] ""non-overlapping one-minute windows"" were used. [Methods §3.4] ""SMOTE was applied""; ""the training set comprised class-balanced data from 14 subjects; the test set consisted of the remaining subjects’ data""; ""After testing all 15 subjects, the average performance ... was taken as the final result."" [Results/Conclusion] ""The stacking ensemble model achieved a LOSO cross-validation accuracy of 92.33% on the WESAD dataset.""","§2 Dataset; §§3.2, 3.4 Materials and Methods; §6 Conclusions (OA published full text)"
W041,10.3390/technologies13090411,Physiologically Explainable Ensemble Framework for Stress Classification via Respiratory Signals,evaluated_user_stats,Y,"[Dataset §§2–3] WESAD includes ""15 subjects""; the study uses ""respiratory signals from the chest-band sensor"" and extracts ""Sixteen features from three categories"" covering rhythm, depth, and nonlinear dynamics; ""Baseline and amusement states were merged into a unified normal state"" for a ""3-class framework (stress/normal/meditation)"". [Methods §3.2] ""non-overlapping one-minute windows"" were used. [Methods §3.4] ""SMOTE was applied""; ""the training set comprised class-balanced data from 14 subjects; the test set consisted of the remaining subjects’ data""; ""After testing all 15 subjects, the average performance ... was taken as the final result."" [Results/Conclusion] ""The stacking ensemble model achieved a LOSO cross-validation accuracy of 92.33% on the WESAD dataset.""","§2 Dataset; §§3.2, 3.4 Materials and Methods; §6 Conclusions (OA published full text)"
W043,10.1109/bhi50953.2021.9508611,EMoCy: Towards Physiological Signals-Based Stress Detection,window_seconds,60,"[split_type,metric_aggregation] ""All the results are computed using Leave- One-Subject-Out (LOSO) cross-validation, i.e. the data of each subject constitute a fold; every model score is the average of the scores obtained on the different folds.""; [window_seconds,hop_seconds,window_overlap_pct] ""using the same experimental settings: their best results are achieved using 60s windows with 0.25s window shift (99.5% overlap).""; [modalities] ""Among the signals available in WESAD, we have selected BVP, EDA, and RESP.""; [metric_name] ""We use accuracy and F1 score as evaluation metrics.""; [task_n_classes,class_definition] ""To validate our pipeline, we have conducted several ex- periments on WESAD, discriminating between stress and baseline states.""",§III-A Signals Selection and Preprocessing (PDF p. 2); §III-C Classification (PDF p. 3); §IV Experimental Results: benchmark setup (PDF p. 3); §IV Experimental Results: setup (PDF p. 3)
W043,10.1109/bhi50953.2021.9508611,EMoCy: Towards Physiological Signals-Based Stress Detection,hop_seconds,0.25,"[split_type,metric_aggregation] ""All the results are computed using Leave- One-Subject-Out (LOSO) cross-validation, i.e. the data of each subject constitute a fold; every model score is the average of the scores obtained on the different folds.""; [window_seconds,hop_seconds,window_overlap_pct] ""using the same experimental settings: their best results are achieved using 60s windows with 0.25s window shift (99.5% overlap).""; [modalities] ""Among the signals available in WESAD, we have selected BVP, EDA, and RESP.""; [metric_name] ""We use accuracy and F1 score as evaluation metrics.""; [task_n_classes,class_definition] ""To validate our pipeline, we have conducted several ex- periments on WESAD, discriminating between stress and baseline states.""",§III-A Signals Selection and Preprocessing (PDF p. 2); §III-C Classification (PDF p. 3); §IV Experimental Results: benchmark setup (PDF p. 3); §IV Experimental Results: setup (PDF p. 3)
W043,10.1109/bhi50953.2021.9508611,EMoCy: Towards Physiological Signals-Based Stress Detection,window_overlap_pct,99.5,"[split_type,metric_aggregation] ""All the results are computed using Leave- One-Subject-Out (LOSO) cross-validation, i.e. the data of each subject constitute a fold; every model score is the average of the scores obtained on the different folds.""; [window_seconds,hop_seconds,window_overlap_pct] ""using the same experimental settings: their best results are achieved using 60s windows with 0.25s window shift (99.5% overlap).""; [modalities] ""Among the signals available in WESAD, we have selected BVP, EDA, and RESP.""; [metric_name] ""We use accuracy and F1 score as evaluation metrics.""; [task_n_classes,class_definition] ""To validate our pipeline, we have conducted several ex- periments on WESAD, discriminating between stress and baseline states.""",§III-A Signals Selection and Preprocessing (PDF p. 2); §III-C Classification (PDF p. 3); §IV Experimental Results: benchmark setup (PDF p. 3); §IV Experimental Results: setup (PDF p. 3)
W043,10.1109/bhi50953.2021.9508611,EMoCy: Towards Physiological Signals-Based Stress Detection,split_type,loso,"[split_type,metric_aggregation] ""All the results are computed using Leave- One-Subject-Out (LOSO) cross-validation, i.e. the data of each subject constitute a fold; every model score is the average of the scores obtained on the different folds.""; [window_seconds,hop_seconds,window_overlap_pct] ""using the same experimental settings: their best results are achieved using 60s windows with 0.25s window shift (99.5% overlap).""; [modalities] ""Among the signals available in WESAD, we have selected BVP, EDA, and RESP.""; [metric_name] ""We use accuracy and F1 score as evaluation metrics.""; [task_n_classes,class_definition] ""To validate our pipeline, we have conducted several ex- periments on WESAD, discriminating between stress and baseline states.""",§III-A Signals Selection and Preprocessing (PDF p. 2); §III-C Classification (PDF p. 3); §IV Experimental Results: benchmark setup (PDF p. 3); §IV Experimental Results: setup (PDF p. 3)
W043,10.1109/bhi50953.2021.9508611,EMoCy: Towards Physiological Signals-Based Stress Detection,metric_aggregation,mean across held-out subject folds,"[split_type,metric_aggregation] ""All the results are computed using Leave- One-Subject-Out (LOSO) cross-validation, i.e. the data of each subject constitute a fold; every model score is the average of the scores obtained on the different folds.""; [window_seconds,hop_seconds,window_overlap_pct] ""using the same experimental settings: their best results are achieved using 60s windows with 0.25s window shift (99.5% overlap).""; [modalities] ""Among the signals available in WESAD, we have selected BVP, EDA, and RESP.""; [metric_name] ""We use accuracy and F1 score as evaluation metrics.""; [task_n_classes,class_definition] ""To validate our pipeline, we have conducted several ex- periments on WESAD, discriminating between stress and baseline states.""",§III-A Signals Selection and Preprocessing (PDF p. 2); §III-C Classification (PDF p. 3); §IV Experimental Results: benchmark setup (PDF p. 3); §IV Experimental Results: setup (PDF p. 3)
W047,10.3390/s23115220,Global Stress Detection Framework Combining a Reduced Set of HRV Features and Random Forest Model,split_type,subject_dependent,"[Abstract] the model uses ""eight HRV features with a random forest (RF) algorithm"" and ""the training of the RF model contains instances of all subjects"" while performance is ""evaluated for each individual""; it identifies stress events with ""an accuracy higher than 99%"". [Methods §2.1] the WESAD data come from ""15 subjects"", use ""only chest sensors"", and include ""amusement, baseline, and stress"". [Methods §2.2/§3] ""the dataset was divided into training and testing datasets using a ratio of 70/30 ... for each subject""; ""All subjects’ training data were combined"" and the model was used ""to detect stress conditions individually"".",Abstract; §§2.1–2.2 Datasets/Global Stress Model; §3 Results (OA published full text)
W048,10.3390/s23156664,Efficient Feature-Selection-Based Stacking Model for Stress Detection Based on Chest Electrodermal Activity,window_seconds,60,"[Methods §3.1] ""we generated 28 data frames from 14 subjects"" using chest data; ""we used EDA, EMG, and TEMP"" and also generated ACC and ECG features, with ""a window shift of 0.25 s"" and one-minute windows (5 s for EMG and ACC). [Methods §3.4] ""binary target values"" were created, ""SMOTE was applied"" and ""Then, we split the dataset into training validation and testing sets""; ""LR, LDA, and QDA"" and ""a stacking model based on RF, LR, LDA, and QDA"" were applied. [Results §4.1/Table 1] ""Stacking attained an accuracy of 0.997 ... and an F1-score of 0.998.""",§3.1 Dataset Preliminaries; §3.4 Feature Analysis; §4.1 Evaluation Metrics/Results (OA published full text)
W048,10.3390/s23156664,Efficient Feature-Selection-Based Stacking Model for Stress Detection Based on Chest Electrodermal Activity,hop_seconds,0.25,"[Methods §3.1] ""we generated 28 data frames from 14 subjects"" using chest data; ""we used EDA, EMG, and TEMP"" and also generated ACC and ECG features, with ""a window shift of 0.25 s"" and one-minute windows (5 s for EMG and ACC). [Methods §3.4] ""binary target values"" were created, ""SMOTE was applied"" and ""Then, we split the dataset into training validation and testing sets""; ""LR, LDA, and QDA"" and ""a stacking model based on RF, LR, LDA, and QDA"" were applied. [Results §4.1/Table 1] ""Stacking attained an accuracy of 0.997 ... and an F1-score of 0.998.""",§3.1 Dataset Preliminaries; §3.4 Feature Analysis; §4.1 Evaluation Metrics/Results (OA published full text)
W049,10.1109/icrom60803.2023.10412512,Wavelet-Based Analysis of Photoplethysmogram for Stress Detection Using Convolutional Neural Networks,window_seconds,10,"[window_seconds,hop_seconds] ""The segmentation of PPG signals was performed with window lengths of 10 seconds and strides of 1 second.""; [split_detail] ""20% of the dataset is assign to validation and 80% is used fir Training.""; [model_family,task_n_classes,class_definition,feature_type] ""CNN classifier is designed to perform binary classification on images representing stress and non-stress classes.""",§II-B Data Preprocessing (continued) (PDF p. 3); §III-B Structure of the CNN Classifier (PDF p. 3); §III-C Training Process (PDF p. 4)
W049,10.1109/icrom60803.2023.10412512,Wavelet-Based Analysis of Photoplethysmogram for Stress Detection Using Convolutional Neural Networks,hop_seconds,1,"[window_seconds,hop_seconds] ""The segmentation of PPG signals was performed with window lengths of 10 seconds and strides of 1 second.""; [split_detail] ""20% of the dataset is assign to validation and 80% is used fir Training.""; [model_family,task_n_classes,class_definition,feature_type] ""CNN classifier is designed to perform binary classification on images representing stress and non-stress classes.""",§II-B Data Preprocessing (continued) (PDF p. 3); §III-B Structure of the CNN Classifier (PDF p. 3); §III-C Training Process (PDF p. 4)
